slug,module,category,localFile,high,medium,low,total_issues,issue_types,web_words_adj,doc_words,word_gap_pct,web_imgs_adj,doc_imgs
fqas-3,Request Resource,Support,billing/fqas-3.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",139,59,58%,3,0
view-billing-by-monthly-reconciliation,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/view-billing-by-monthly-reconciliation.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",142,63,56%,8,1
monitor-applications,FPT Cloud Monitoring,FPT Monitoring,fpt-cloud-monitoring/monitor-applications.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",146,69,53%,4,2
chinh-sua-alert,FPT Cloud Guard,FPT Monitoring,cloud-guard/chinh-sua-alert.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",132,56,58%,7,2
restore-linux-vm-from-cloud-repository,FPT Backup As a Service,FPT Cloud Backup & DR,fpt-backup-as-a-service/restore-linux-vm-from-cloud-repository.md,0,1,0,1,NO_TABLES,265,189,29%,18,16
buy-virtual-machines,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/buy-virtual-machines.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",211,137,35%,11,4
initial-setup,Tagging,FPT Cloud Server,affinity-anti-affinity/initial-setup.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",158,85,46%,0,0
user-management-tab,FPT Cloud Monitoring,FPT Monitoring,fpt-cloud-monitoring/user-management-tab.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",136,64,53%,3,1
tagg-lb,Tagging,FPT Cloud Server,tagging/tagg-lb.md,0,3,1,4,"FEWER_IMAGES, MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",225,154,32%,8,5
thay-doi-worker-group-su-sung-gpu,FPT Kubernetes Engine with GPU,FPT Container,fpt-kubernetes-engine-with-gpu/thay-doi-worker-group-su-sung-gpu.md,0,1,0,1,NO_TABLES,335,264,21%,3,2
buy-storage-disk,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/buy-storage-disk.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",192,123,36%,11,4
download-bills,Bills,Billing,billing/download-bills.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",142,75,47%,4,2
deposit-money-via-VNPay,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/deposit-money-via-VNPay.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",135,69,49%,10,3
install-veeam-agent-for-windows,FPT Backup As a Service,FPT Cloud Backup & DR,fpt-backup-as-a-service/install-veeam-agent-for-windows.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",187,121,35%,14,10
truy-cap-vao-dashboard,FPT Cloud Monitoring,FPT Monitoring,fpt-cloud-monitoring/truy-cap-vao-dashboard.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",115,50,57%,3,1
restore-file-and-folder-for-linux,FPT Backup As a Service,FPT Cloud Backup & DR,fpt-backup-as-a-service/restore-file-and-folder-for-linux.md,0,1,0,1,NO_TABLES,248,184,26%,11,9
create-request-resource,Request Resource,Support,end-user-request-resource/create-request-resource.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",156,92,41%,7,4
quota-and-package-tab,FPT Cloud Monitoring,FPT Monitoring,fpt-cloud-monitoring/quota-and-package-tab.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",134,71,47%,4,2
tang-them-worker-group-su-dung-gpu,FPT Kubernetes Engine with GPU,FPT Container,fpt-kubernetes-engine-with-gpu/tang-them-worker-group-su-dung-gpu.md,0,1,0,1,NO_TABLES,251,189,25%,5,4
billing-permission,Bills,Billing,billing/billing-permission.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",197,135,31%,8,6
configuration-tab,FPT Cloud Monitoring,FPT Monitoring,fpt-cloud-monitoring/configuration-tab.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",193,132,32%,3,1
fqas-5,Request Resource,Support,end-user-request-resource/fqas-5.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",170,110,35%,3,0
change-virtual-machine-configuration,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/change-virtual-machine-configuration.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",129,70,46%,10,3
detection-logs,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/detection-logs.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",115,56,51%,7,1
thay-doi-cau-hinh-k8s,Managed GPU Cluster (Kubernetes),AI Infrastructure,fpt-managed-gpu-cluster/thay-doi-cau-hinh-k8s.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",107,48,55%,2,0
monitor-ip,DdoS Protection,FPT Security,ddos-protection/monitor-ip.md,0,2,0,2,"HEADING_COUNT_DIFF, NO_TABLES",207,149,28%,12,10
recharge-via-gift-code,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/recharge-via-gift-code.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",125,69,45%,9,2
buy-Public-IP,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/buy-Public-IP.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",166,111,33%,11,4
change-removable-drive-capacity,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/change-removable-drive-capacity.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",209,155,26%,11,4
install-veeam-agent-for-linux,FPT Backup As a Service,FPT Cloud Backup & DR,fpt-backup-as-a-service/install-veeam-agent-for-linux.md,0,3,0,3,"NO_CODE_BLOCKS, NO_TABLES, WORD_COUNT_LOW",145,91,37%,10,8
detection-log-analysis,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/detection-log-analysis.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",86,35,59%,8,2
proxy-ip,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/proxy-ip.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",195,145,26%,13,7
dang-ky,FPT Cloud Portal – Pay As You Go,FPT Cloud Server,fpt-cloud-portal-pay-as-you-gofpt-cloud-portal-pay-as-you-go/dang-ky.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",98,50,49%,8,1
website-logs,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/website-logs.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",82,34,59%,7,1
quan-tri-user,FPT Cloud Monitoring,FPT Monitoring,fpt-cloud-monitoring/quan-tri-user.md,0,1,0,1,WORD_COUNT_LOW,155,107,31%,3,1
giam-sat-group,FPT Autoscale,FPT Cloud Server,fpt-autoscale/giam-sat-group.md,0,2,1,3,"MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",128,81,37%,3,2
graphical-analysis,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/graphical-analysis.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",90,44,51%,7,1
x-forwarder-for,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/x-forwarder-for.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",81,36,56%,7,1
network-filters-scheduling,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/network-filters-scheduling.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",119,75,37%,9,3
access-control,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/access-control.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",138,95,31%,9,3
policy-settings,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/policy-settings.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",422,381,10%,14,8
auto-blocking-filter,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/auto-blocking-filter.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",261,220,16%,7,1
analytics,FPT API Management,FPT Integration,fpt-api-management/analytics.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",156,116,26%,4,1
restore-window-vm-from-cloud-repository,FPT Backup As a Service,FPT Cloud Backup & DR,fpt-backup-as-a-service/restore-window-vm-from-cloud-repository.md,0,1,0,1,NO_TABLES,158,120,24%,2,0
tutorials-tao-auth-method,FPT Key Vault,FPT DevSecOps Services,fpt-key-vault/tutorials-tao-auth-method.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",159,121,24%,8,4
doi-ten-profile,FPT Autoscale,FPT Cloud Server,fpt-autoscale/doi-ten-profile.md,0,2,1,3,"MISSING_HEADINGS, NO_TABLES, WORD_COUNT_LOW",85,48,44%,4,3
tutorials-tao-policy,FPT Key Vault,FPT DevSecOps Services,fpt-key-vault/tutorials-tao-policy.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",132,95,28%,8,4
load-balancing,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/load-balancing.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",60,25,58%,7,1
create-veeam-recovery-media,FPT Backup As a Service,FPT Cloud Backup & DR,fpt-backup-as-a-service/create-veeam-recovery-media.md,0,1,0,1,NO_TABLES,150,115,23%,7,5
quan-ly-blades,CheckPoint - FPT NGFW,FPT Security,checkpoint-fpt-ngfw/quan-ly-blades.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",234,201,14%,20,17
detinations-sever,FPT Cloud WAPPLES,FPT Security,fpt-cloud-wapples/detinations-sever.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",170,138,19%,9,3
tao-security-profile,Fortigate - FPT NGFW,FPT Security,fortigate-fpt-ngfw/tao-security-profile.md,0,1,1,2,"MISSING_HEADINGS, NO_TABLES",263,231,12%,18,18
tutorials-tao-secret-engine,FPT Key Vault,FPT DevSecOps Services,fpt-key-vault/tutorials-tao-secret-engine.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",118,86,27%,8,4
tutorials-khoi-tao-vault-instance,FPT Key Vault,FPT DevSecOps Services,fpt-key-vault/tutorials-khoi-tao-vault-instance.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",111,80,28%,7,3
tao-firewall-policy,Fortigate - FPT NGFW,FPT Security,fortigate-fpt-ngfw/tao-firewall-policy.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",184,154,16%,8,5
tao-object,CheckPoint - FPT NGFW,FPT Security,checkpoint-fpt-ngfw/tao-object.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",139,109,22%,9,6
report,Trellix Customer Guide,Support,managed-fpt-database-engine/report.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",76,46,39%,3,0
tutorials-tao-secret-tren-secret-engine,FPT Key Vault,FPT DevSecOps Services,fpt-key-vault/tutorials-tao-secret-tren-secret-engine.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",133,104,22%,8,4
cau-hinh-network-interfaces,Fortigate - FPT NGFW,FPT Security,fortigate-fpt-ngfw/cau-hinh-network-interfaces.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",88,60,32%,5,2
truc-quan-hoa-du-lieu,FPT Cloud Monitoring,FPT Monitoring,fpt-cloud-monitoring/truc-quan-hoa-du-lieu.md,0,2,0,2,"NO_TABLES, WORD_COUNT_LOW",62,34,45%,2,0
setting-agert,Trellix Customer Guide,Support,trellix-customer-guide/setting-agert.md,0,1,0,1,NO_TABLES,254,227,11%,8,7
tao-rule-nat,CheckPoint - FPT NGFW,FPT Security,checkpoint-fpt-ngfw/tao-rule-nat.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",212,186,12%,19,16
restore-file-and-folder-for-windows,FPT Backup As a Service,FPT Cloud Backup & DR,fpt-backup-as-a-service/restore-file-and-folder-for-windows.md,0,1,0,1,NO_TABLES,192,169,12%,9,7
overview,SSO - Single sign-on,FPT Cloud Server,ai-factory-billing/overview.md,0,1,1,2,"MISSING_HEADINGS, NO_TABLES",106,84,21%,2,0
truy-cap-giao-dien-quan-tri,Fortigate - FPT NGFW,FPT Security,fortigate-fpt-ngfw/truy-cap-giao-dien-quan-tri.md,0,3,0,3,"FEWER_IMAGES, NO_TABLES, WORD_COUNT_LOW",60,39,35%,5,2
dieu-tra-log,CheckPoint - FPT NGFW,FPT Security,checkpoint-fpt-ngfw/dieu-tra-log.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",93,73,22%,8,5
truy-cap-gaia-portal,CheckPoint - FPT NGFW,FPT Security,checkpoint-fpt-ngfw/truy-cap-gaia-portal.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",34,16,53%,6,3
update-hotfix,CheckPoint - FPT NGFW,FPT Security,checkpoint-fpt-ngfw/update-hotfix.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",81,63,22%,8,5
managing-alarms,FPT Backup As a Service,FPT Cloud Backup & DR,fpt-backup-as-a-service/managing-alarms.md,0,1,0,1,NO_TABLES,72,54,25%,6,4
truy-cap-smartconsole,CheckPoint - FPT NGFW,FPT Security,checkpoint-fpt-ngfw/truy-cap-smartconsole.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",43,26,40%,6,3
tao-rule-firewall,CheckPoint - FPT NGFW,FPT Security,checkpoint-fpt-ngfw/tao-rule-firewall.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",93,76,18%,12,9
quan-ly-account,CheckPoint - FPT NGFW,FPT Security,checkpoint-fpt-ngfw/quan-ly-account.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",127,110,13%,11,8
quan-ly-workspace,FPT Cloud Monitoring,FPT Monitoring,fpt-cloud-monitoring/quan-ly-workspace.md,0,1,0,1,NO_TABLES,62,45,27%,2,0
quan-ly-policy,FPT Autoscale,FPT Cloud Server,fpt-autoscale/quan-ly-policy.md,0,1,0,1,NO_TABLES,44,29,34%,1,0
static-route,CheckPoint - FPT NGFW,FPT Security,checkpoint-fpt-ngfw/static-route.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",137,123,10%,11,8
install-policy,CheckPoint - FPT NGFW,FPT Security,checkpoint-fpt-ngfw/install-policy.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",59,45,24%,7,4
cau-hinh-dns,CheckPoint - FPT NGFW,FPT Security,checkpoint-fpt-ngfw/cau-hinh-dns.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",35,22,37%,5,2
quan-ly-group,FPT Autoscale,FPT Cloud Server,fpt-autoscale/quan-ly-group.md,0,1,0,1,NO_TABLES,68,56,18%,1,0
quan-ly-system-user-user-profile,Fortigate - FPT NGFW,FPT Security,fortigate-fpt-ngfw/quan-ly-system-user-user-profile.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",95,83,13%,6,3
create-ddos,DdoS Protection,FPT Security,ddos-protection/create-ddos.md,0,1,0,1,NO_TABLES,138,128,7%,5,3
quan-ly-profile,FPT Autoscale,FPT Cloud Server,fpt-autoscale/quan-ly-profile.md,0,1,0,1,NO_TABLES,35,26,26%,1,0
cau-hinh-static-routes,Fortigate - FPT NGFW,FPT Security,fortigate-fpt-ngfw/cau-hinh-static-routes.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",73,64,12%,5,2
feature-visibility,Fortigate - FPT NGFW,FPT Security,fortigate-fpt-ngfw/feature-visibility.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",24,15,38%,4,1
tutorials-tao-role,FPT Key Vault,FPT DevSecOps Services,fpt-key-vault/tutorials-tao-role.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",128,119,7%,8,4
hien-thi-logs-traffic,Fortigate - FPT NGFW,FPT Security,fortigate-fpt-ngfw/hien-thi-logs-traffic.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",69,61,12%,5,2
quan-ly-target,FPT Cloud VA,FPT Security,fpt-va/quan-ly-target.md,0,1,0,1,NO_TABLES,58,52,10%,3,0
xoa-firewall-policy,Fortigate - FPT NGFW,FPT Security,fortigate-fpt-ngfw/xoa-firewall-policy.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",39,34,13%,4,1
use-sso,SSO - Single sign-on,FPT Cloud Server,sso-single-sign-on/use-sso.md,0,1,1,2,"MISSING_HEADINGS, NO_TABLES",82,79,4%,6,4
network-interface,CheckPoint - FPT NGFW,FPT Security,checkpoint-fpt-ngfw/network-interface.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",123,122,1%,20,17
delete-policy,Policy Management,FPT Cloud Server,policy-management/delete-policy.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",47,49,-4%,6,2
disable-policy,Policy Management,FPT Cloud Server,policy-management/disable-policy.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",84,87,-4%,7,3
tutorials-xoa-secret,FPT Key Vault,FPT DevSecOps Services,fpt-key-vault/tutorials-xoa-secret.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",87,92,-6%,7,3
enable-policy,Policy Management,FPT Cloud Server,policy-management/enable-policy.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",80,86,-7%,7,3
test-send-email,FPT Reporting,FPT Monitoring,reporting/test-send-email.md,0,1,0,1,NO_TABLES,77,84,-9%,3,1
khai-bao-thong-tin-tren-apimanager-application,FPT API Management,FPT Integration,fpt-api-management/khai-bao-thong-tin-tren-apimanager-application.md,0,1,0,1,NO_TABLES,26,35,-35%,3,0
tich-hop-dich-vu,FPT Reporting,FPT Monitoring,reporting/tich-hop-dich-vu.md,0,1,0,1,NO_TABLES,38,49,-29%,2,0
config-sso,SSO - Single sign-on,FPT Cloud Server,sso-single-sign-on/config-sso.md,0,1,0,1,NO_TABLES,68,80,-18%,2,0
edit-policy,Policy Management,FPT Cloud Server,policy-management/edit-policy.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",69,81,-17%,6,2
apply-policy,Policy Management,FPT Cloud Server,policy-management/apply-policy.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",60,75,-25%,8,4
huong-dan-tren-gaia-portal,CheckPoint - FPT NGFW,FPT Security,checkpoint-fpt-ngfw/huong-dan-tren-gaia-portal.md,0,1,0,1,NO_TABLES,17,32,-88%,3,0
tutorials-xoa-policy,FPT Key Vault,FPT DevSecOps Services,fpt-key-vault/tutorials-xoa-policy.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",74,90,-22%,7,3
edit-report,FPT Reporting,FPT Monitoring,reporting/edit-report.md,0,1,0,1,NO_TABLES,37,54,-46%,3,1
huong-dan-tren-smartconsole,CheckPoint - FPT NGFW,FPT Security,checkpoint-fpt-ngfw/huong-dan-tren-smartconsole.md,0,1,0,1,NO_TABLES,17,35,-106%,3,0
delete-report,FPT Reporting,FPT Monitoring,reporting/delete-report.md,0,1,0,1,NO_TABLES,19,38,-100%,4,2
tutorials-xoa-secret-engine,FPT Key Vault,FPT DevSecOps Services,fpt-key-vault/tutorials-xoa-secret-engine.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",79,101,-28%,7,3
monitoring,VPN Site-to-Site,FPT Network,managed-fpt-database-engine/monitoring.md,0,2,0,2,"HEADING_COUNT_DIFF, NO_TABLES",371,454,-22%,9,12
user-group-management,IAM,FPT Security,managed-fpt-database-engines-new/user-group-management.md,0,2,0,2,"FEWER_IMAGES, NO_TABLES",90,513,-470%,4,1
